code,description
61029090,"Hanorace(incl.jachete schi),bluzoane si art.similare,tricotate/crosetate,pt femei/fete,din mat.textile(excl.din lana/par fin de animale,bbc,fibre sintetice/artif.;taioare,ansambluri,jachete,sacouri,rochii,fuste,pantaloni,salopete,pantaloni scurti,sorturi"
61031010,"Costume sau compleuri, tricotate sau crosetate, pentru barbati sau baieti, din lana sau din par fin de animale"
61031090,"Costume sau compleuri, tricotate sau crosetate, pentru barbati sau baieti, din materiale textile (excl.din lana sau din par fin de animale)"
61032200,"Ansambluri, tricotate sau crosetate, pentru barbati sau baieti, din bumbac"
61032300,"Ansambluri, tricotate sau crosetate, pentru barbati sau baieti, din fibre sintetice"
61032900,"Ansambluri, tricotate sau crosetate, pentru barbati sau baieti, din materiale textile (excl. din bumbac, din fibre sintetice)"
61033100,"Jachete si sacouri, tricotate sau crosetate, pentru barbati sau baieti, din lana sau par fin de animale"
61033200,"Jachete si sacouri, tricotate sau crosetate, pentru barbati sau baieti, din bumbac"
61033300,"Jachete si sacouri, tricotate sau crosetate, pentru barbati sau baieti, din fibre sintetice"
61033900,"Jachete si sacouri, tricotate sau crosetate, pentru barbati sau baieti, din materiale textile (excl. din lana sau par fin de animale, din bumbac, din fibre sintetice)"
61034100,"Pantaloni, salopete cu bretele, pantaloni scurti si sorturi, tricotate sau crosetate, pentru barbati sau baieti, din lana sau par fin de animale"
61034200,"Pantaloni, salopete cu bretele, pantaloni scurti si sorturi, tricotate sau crosetate, pentru barbati sau baieti, din bumbac"
61034300,"Pantaloni, salopete cu bretele, pantaloni scurti si sorturi, tricotate sau crosetate, pentru barbati sau baieti, din fibre sintetice"
61034900,"Pantaloni, salopete cu bretele, pantaloni scurti si sorturi, tricotate sau crosetate, pentru barbati sau baieti, din materiale textile (excl. din lana sau par fin de animale, bumbac, fibre sintetice)"
61041300,"Taioare, tricotate sau crosetate, pentru femei sau fete, din fibre sintetice"
61041920,"Taioare, tricotate sau crosetate, pentru femei sau fete, din bumbac"
61041990,"Taioare, tricotate sau crosetate, pentru femei sau fete, din materiale textile (excl.din bumbac)"
61042200,"Ansambluri, tricotate sau crosetate, pentru femei sau fete, din bumbac"
61042300,"Ansambluri, tricotate sau crosetate, pentru femei sau fete, din fibre sintetice"
61042910,"Ansambluri, tricotate sau crosetate, pentru femei sau fete, din lana sau par fin de animale"
61042990,"Ansambluri, tricotate sau crosetate, pentru femei sau fete, din materiale textile (excl. din bumbac, fibre sintetice, lana sau par fin de animale)"
61043100,"Jachete si sacouri, tricotate sau crosetate, pentru femei sau fete, din lana sau par fin de animale"
61043200,"Jachete si sacouri, tricotate sau crosetate, pentru femei sau fete, din bumbac"
61043300,"Jachete si sacouri, tricotate sau crosetate, pentru femei sau fete, din fibre sintetice"
61043900,"Jachete si sacouri, tricotate sau crosetate, pentru femei sau fete, din materiale textile"
61044100,"Rochii, tricotate sau crosetate, pentru femei sau fete, din lana sau par fin de animale"
61044200,"Rochii, tricotate sau crosetate, pentru femei sau fete, din bumbac"
61044300,"Rochii, tricotate sau crosetate, pentru femei sau fete, din fibre sintetice"
61044400,"Rochii, tricotate sau crosetate, pentru femei sau fete, din fibre artificiale"
61044900,"Rochii, tricotate sau crosetate, pentru femei sau fete, din materiale textile (excl.din lana sau par fin de animale, bumbac, fibre sintetice, fibre artificiale)"
61045100,"Fuste si fuste-pantalon, tricotate sau crosetate, pentru femei sau fete, din lana sau par fin de animale"
61045200,"Fuste si fuste-pantalon, tricotate sau crosetate, pentru femei sau fete, din bumbac"
61045300,"Fuste si fuste-pantalon, tricotate sau crosetate, pentru femei sau fete, din fibre sintetice"
61045900,"Fuste si fuste-pantalon, tricotate sau crosetate, pentru femei sau fete, din materiale textile (excl. din lana sau par fin de animale, din bumbac, din fibre sintetice)"
61046100,"Pantaloni, salopete cu bretele, pantaloni scurti si sorturi, tricotate sau crosetate, pentru femei sau fete, din lana sau par fin de animale"
61046200,"Pantaloni, salopete cu bretele, pantaloni scurti si sorturi, tricotate sau crosetate, pentru femei sau fete, din bumbac"
61046300,"Pantaloni, salopete cu bretele, pantaloni scurti si sorturi, tricotate sau crosetate, pentru femei sau fete, din fibre sintetice"
61046900,"Pantaloni, salopete cu bretele, pantaloni scurti si sorturi, tricotate sau crosetate, pentru femei sau fete, din materiale textile (excl.din lana sau par fin de animale, din bumbac, din fibre sintetice)"
61051000,"Camasi si bluze, tricotate sau crosetate, pentru barbati sau baieti, din bumbac"
61052010,"Camasi si bluze, tricotate sau crosetate, pentru barbati sau baieti, din fibre sintetice"
61052090,"Camasi si bluze, tricotate sau crosetate, pentru barbati sau baieti, din fibre artificiale"
61059010,"Camasi si bluze, tricotate sau crosetate, pentru barbati sau baieti, din lana sau par fin de animale"
61059090,"Camasi si bluze, tricotate sau crosetate, pentru barbati sau baieti, din materiale textile (excl. din bumbac, fibre sintetice sau artificiale, lana sau par fin de animale)"
61061000,"Camasi, bluze, bluze-camasa, tricotate sau crosetate, pentru femei sau fete, din bumbac"
61062000,"Camasi, bluze, bluze-camasa, tricotate sau crosetate, pentru femei sau fete, din fibre sintetice sau artificiale"
61069010,"Camasi, bluze, bluze-camasa, tricotate sau crosetate, pentru femei sau fete, din lana sau din par fin de animale"
74072190,Profile pe baza de cupru-zinc (alama)
61069030,"Camasi, bluze, bluze-camasa, tricotate sau crosetate, pentru femei sau fete, din matase sau deseuri de matase"
61069050,"Camasi, bluze, bluze-camasa, tricotate sau crosetate, pentru femei sau fete, din in sau ramie"
61069090,"Camasi, bluze, bluze-camasa, tricotate sau crosetate, pentru femei sau fete, din materiale textile (excl.din bumbac, fibre sintetice sau artificiale, lana sau par fin de animale, matase sau deseuri de matase, in sau ramie)"
61071100,"Chiloti si indispensabili, tricotate sau crosetate, pentru barbati sau baieti, din bumbac"
61071200,"Chiloti si indispensabili, tricotate sau crosetate, pentru barbati sau baieti, din fibre sintetice sau artificiale"
61071900,"Chiloti si indispensabili, tricotate sau crosetate, pentru barbati sau baieti, din materiale textile (excl.din bumbac, fibre sintetice sau artificiale)"
61072100,"Camasi de noapte si pijamale, tricotate sau crosetate, pentru barbati sau baieti, din bumbac"
61072200,"Camasi de noapte si pijamale, tricotate sau crosetate, pentru barbati sau baieti, din fibre sintetice sau artificiale"
61072900,"Camasi de noapte si pijamale, tricotate sau crosetate, pentru barbati sau baieti, din materiale textile (excl.din bumbac, fibre sintetice sau artificiale)"
61079100,"Halate de baie, halate de casa si articole similare, tricotate sau crosetate, pentru barbati sau baieti, din bumbac"
61079900,"Halate de baie, halate de casa si articole similare, tricotate sau crosetate, pentru barbati sau baieti, din materiale textile (excl.din bumbac)"
61081100,"Combinezoane sau furouri si jupoane, tricotate sau crosetate, pentru femei si fete, din fibre sintetice sau artificiale"
61081900,"Combinezoane sau furouri si jupoane, tricotate sau crosetate, pentru femei si fete, din materiale textile (excl.din fibre sintetice sau artificiale)"
61082100,"Slipuri si chiloti, tricotate sau crosetate, pentru femei si fete, din bumbac"
61082200,"Slipuri si chiloti, tricotate sau crosetate, pentru femei si fete, din fibre sintetice sau artificiale"
61082900,"Slipuri si chiloti, tricotate sau crosetate, pentru femei si fete, din materiale textile (excl. din bumbac, fibre sintetice sau artificiale)"
61083100,"Camasi de noapte si pijamale, tricotate sau crosetate, pentru femei si fete, din bumbac"
61083200,"Camasi de noapte si pijamale, tricotate sau crosetate, pentru femei si fete, din fibre sintetice sau artificiale"
61083900,"Camasi de noapte si pijamale, tricotate sau crosetate, pentru femei si fete, din materiale textile (excl.din bumbac, fibre sintetice sau artificiale)"
61089100,"Dezabieuri, halate de baie, halate de casa si articole similare, tricotate sau crosetate, pentru femei si fete, din bumbac"
61089200,"Dezabieuri, halate de baie, halate de casa si articole similare, tricotate sau crosetate, pentru femei si fete, din fibre sintetice sau artificiale"
61089900,"Dezabieuri, halate de baie, halate de casa si articole similare, tricotate sau crosetate, pentru femei si fete, din materiale textile (excl.din bumbac, fibre sintetice sau artificiale)"
61091000,"Tricouri (T-shirts), bluze si maiouri de corp, tricotate sau crosetate, din bumbac"
61099020,"Tricouri (T-shirts), bluze si maiouri de corp, tricotate sau crosetate, din lana sau din par fin de animale ori din fibre sintetice sau artificiale"
61099090,"Tricouri (T-shirts), bluze si maiouri de corp, tricotate sau crosetate, din materiale textile (excl.din bumbac, din lana sau din par fin de animale ori din fibre sintetice sau artificiale)"
61101110,"Jerseuri si pulovere, cu un continut de lana >= 50% din greutate si cu o greutate >= 600 g pe bucata, tricotate sau crosetate"
61101130,"Jerseuri,pulovere,cardigane,veste si art.similare,incl.tricotajele subtiri care se poarta sub pulovere,tricotate/crosetate,din lana,pt barbati/ baieti(excl.jerseuri si pulovere,cu lana>=50% din greutate si cu o greutate >= 600 g pe bucata)"
61101190,"Jerseuri,pulovere,cardigane,veste si art.similare,incl.tricotajele subtiri care se poarta sub pulovere,tricotate/crosetate,din lana,pt femei/fete(excl.jerseuri si pulovere,cu lana>=50% din greutate si cu o greutate >= 600 g pe bucata)"
61101210,"Jerseuri, pulovere, cardigane si articole similare, veste si articole similare, inclusiv tricotajele subtiri care se poarta sub pulovere, tricotate sau crosetate, din par de capra de Casmir, pentru barbati si baieti"
61101290,"Jerseuri, pulovere, cardigane si articole similare, veste si articole similare, inclusiv tricotajele subtiri care se poarta sub pulovere, tricotate sau crosetate, din par de capra de Casmir, pentru femei sau fete"
61101910,"Jerseuri, pulovere, cardigane si articole similare, veste si articole similare, inclusiv tricotajele subtiri care se poarta sub pulovere, tricotate sau crosetate, din par fin de animale (excl. din par de capra de Casmir), pentru barbati sau baieti"
61101990,"Jerseuri, pulovere, cardigane si articole similare, veste si articole similare, inclusiv tricotajele subtiri care se poarta sub pulovere, tricotate sau crosetate, din par fin de animale (excl. din par de capra de Casmir), pentru femei sau fete"
61102010,"Tricotaje subtiri, care se poarta sub pulovere, tricotate sau crosetate, din bumbac"
61102091,"Jerseuri, pulovere, cardigane si articole similare, veste si articole similare, inclusiv tricotajele subtiri care se poarta sub pulovere, tricotate sau crosetate, din bumbac, pentru barbati sau baieti (excl.tricotaje subtiri, care se poarta sub pulovere)"
61102099,"Jerseuri, pulovere, cardigane si articole similare, veste si articole similare, tricotate sau crosetate, din bumbac, pentru femei sau fete (excl.tricotaje subtiri, care se poarta sub pulovere)"
61103010,"Tricotaje subtiri, care se poarta sub pulovere, tricotate sau crosetate, din fibre sintetice sau artificiale"
61103091,"Jerseuri, pulovere, cardigane si articole similare, veste si articole similare, tricotate sau crosetate, din fibre sintetice sau artificiale, pentru barbati sau baieti (excl. tricotajele subtiri care se poarta sub pulovere)"
61103099,"Jerseuri, pulovere, cardigane si articole similare, veste si articole similare, tricotate sau crosetate, din fibre sintetice sau artificiale, pentru femei sau fete (excl. tricotajele subtiri care se poarta sub pulovere)"
61109010,"Jerseuri,pulovere,cardigane,veste si art.similare,incl.tricotajele subtiri care se poarta sub pulovere,tricotate/crosetate,din in/ramie (excl.din lana sau par fin de animale, din bumbac, din fibre sintetice sau artificiale)"
62034319,"Pantaloni si pantaloni scurti, pentru barbati sau baieti, din fibre sintetice (excl.de lucru; tricotate sau crosetate)"
61109090,"Jerseuri,pulovere,cardigane,veste si art.similare,incl.tricotajele subtiri care se poarta sub pulovere,tricotate sau crosetate, din materiale textile (excl.din lana sau par fin de animale, din bumbac, din fibre sintetice sau artificiale; din in sau ramie"
61112010,"Manusi, tricotate sau crosetate, pentru sugari, din bumbac"
61112090,"Imbracaminte si accesorii de imbracaminte, tricotate sau crosetate, pentru sugari, din bumbac (excl.manusi)"
61113010,"Manusi, tricotate sau crosetate, pentru sugari, din fibre sintetice"
61113090,"Imbracaminte si accesorii de imbracaminte, tricotate sau crosetate, pentru sugari, din fibre sintetice (excl.manusi)"
61119011,"Manusi, tricotate sau crosetate, pentru sugari, din lana sau par fin de animale"
61119019,"Imbracaminte si accesorii de imbracaminte, tricotate sau crosetate, pentru sugari, din lana sau par fin de animale (excl.manusi)"
61119090,"Imbracaminte si accesorii de imbracaminte, tricotate sau crosetate, pentru sugari, din materiale textile (excl. din bumbac, din fibre sintetice, din lana sau par fin de animale)"
61121100,"Treninguri, tricotate sau crosetate, din bumbac"
61121200,"Treninguri, tricotate sau crosetate, din fibre sintetice"
61121900,"Treninguri, tricotate sau crosetate, din materiale textile (excl.din bumbac, din fibre sintetice)"
61122000,"Combinezoane si costume de schi, tricotate sau crosetate"
61123110,"Costume, chiloti si slipuri de baie, pentru barbati sau baieti, tricotate sau crosetate, din fibre sintetice, cu un continut de fire din cauciuc >= 5% din greutate"
61123190,"Costume, chiloti si slipuri de baie, pentru barbati sau baieti, tricotate sau crosetate, din fibre sintetice (excl.cu un continut de fire din cauciuc >= 5% din greutate)"
61123910,"Costume, chiloti si slipuri de baie, pentru barbati sau baieti, tricotate sau crosetate, din materiale textile (excl.din fibre sintetice), cu un continut de fire din cauciuc >= 5% din greutate"
61123990,"Costume, chiloti si slipuri de baie, pentru barbati sau baieti, tricotate sau crosetate, din materiale textile (excl.din fibre sintetice; cu un continut de fire din cauciuc >= 5% din greutate)"
61124110,"Costume de baie pentru femei sau fete, tricotate sau crosetate, din fibre sintetice, cu un continut de fire din cauciuc >= 5% din greutate"
61124190,"Costume de baie pentru femei sau fete, tricotate sau crosetate, din fibre sintetice (excl.cu un continut de fire din cauciuc >= 5% din greutate)"
61124910,"Costume de baie pentru femei sau fete, tricotate sau crosetate, din materiale textile (excl.din fibre sintetice), cu un continut de fire din cauciuc >= 5% din greutate"
